sku;designation_final;measurement_final;weight_final;decision;reason;qa_validated;occurrences;engines;source_ids;source_pages;qa_summary_json;import_decision;import_reason
X00012556;RETAINER F. WIRING HARNESS;;0.032 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1202570;306;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00012742;BLADE CONNECTOR;92POL / NW26 / CODE-B / 90GRD;0.112 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1202979;345;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00012748;BLADE CONNECTOR;21 POL., KODIERUNG: B;0.041 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1203107;358;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00012890;CONNECTING CABLE FOR MONITOR SYSTEM;L;2,238 KG M L;import;qa_ok_importar_found;true;1;16V4000M61;1302686;444;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00012916;BEARING HOUSING 1;;13,107 K;import;qa_ok_importar_found;true;1;12V4000M40A;1102460;123;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00013214;BEARING HOUSING;;12.92 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102461;121;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00014067;HOUSING;;33,420 KG;import;qa_ok_importar_found;true;1;12V4000M40A;1102463;29;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00014069;HOUSING UPPER BREATH ER SM;;42,700 KG EM;import;qa_ok_importar_found;true;1;16V4000M61;1300148;28;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00014074;HOUSING UPPER BREATH ER SM;;42 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102464;29;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00014143;HSG ASM INTAKE RIGHT SIDE;;13.84 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1900932;153;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00014368;COVER;;28,963 kg;import;qa_ok_importar_found;true;1;12V4000M70;1900329;67;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00014409;GASKET;;0.004 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1201100;151;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00014469;CABLE;;2,000 g;import;qa_ok_importar_found;true;1;12V4000M70;1905015;739;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00015090;BRACKET;;0.071 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102465;105;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00015381;HOUSING;80X55X33;0.037 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102466;359;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00015431;MONITORING SYSTEM IN ENGINE ROOM;345X220X199 (LXBXH);7.761 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1904968;734;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00015434;CASSETTE;SLOT 1 - BESTUECKT MIT MFB 1-XX;0.053 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1904971;735;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00015440;HOUSING;345X220X190;5,300 kg;import;qa_ok_importar_found;true;1;12V4000M70;1904978;735;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00015442;CONNECTING CABLE;;0.055 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1904974;735;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00015445;CONNECTING CABLE;;0.048 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1904975;735;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00015817;CRANKSHAFT GEAR AUX PTO END (KGS);;12.1 KGM;import;qa_ok_importar_found;true;1;16V4000M73;1400364;62;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00015980;VENT LINE;;65.000 g SB;import;qa_ok_importar_found;true;6;20V4000M93, 20V4000M93L;1702497, 1706237, 1709977, 1713721, 1802549, 1806208;285, 681, 1077, 1473, 1394, 1774;"{""total_rows"":6,""count_ok_importar"":6,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00016599;BEARING BUSHING;;0.068 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102467;121;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00017505;SPARE PARTS KIT FOR FUEL FILTER;;0.225 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102469;83;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00018306;MAGNETIC NUT;;;import;qa_ok_importar_found;true;1;12V4000M53;1200918;132;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00018410;BEARING BODY;;0.423 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102471;121;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00018613;MULTIPOINT CONNECTOR;21POL / NW17 / CODE-B / 90GRD;0.03 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1202793;332;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00018633;OIL SPRAY NOZZLE;;0,001 KG;import;qa_ok_importar_found;true;1;16V4000M61;1300418;75;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00018638;FLANGE;;0.265 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1200081;30;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00018659;PRESSURE SENSOR;M18X1,5, SW=27;0.089 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1202846;338;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00019005;RETAINER 1;;;import;qa_ok_importar_found;true;1;12V4000M70;1901885;256;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00019014;RETAINER F. WIRING HARNESS;HC237;0.105 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102473;258;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00019016;RETAINER F. WIRING HARNESS;HC240;0,100 KG;import;qa_ok_importar_found;true;1;16V4000M61;1301492;232;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00019097;PNEUMATIC SPRING;BEIDSEITIG AUGE,FEDERKRAFT:80N;0.056 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1904990;736;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00019114;DOOR LATCH;ZUNGE=24M/H=23,5;0.029 KGM;import;qa_ok_importar_found;true;2;16V4000M73L;1502657, 1510884;381, 1578;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00019147;RETAINER F. WIRING HARNESS;HC238;0.098 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102474;258;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00019436;TURBINE WHEEL;;6.17 KGM;import;qa_ok_importar_found;true;1;16V4000M73;1400877;140;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00019483;RETAINER;(50) 30X20X4MM;0.025 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1203106;358;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00020248;ELBOW SUMP OIL PICKU P ASM;;3.2 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1200094;31;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00020254;STRAINER;;0.402 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1200099;31;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00020487;BUSHING THREADED C23;;0.069 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1201992;240;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00021215;PLUG-IN BOARD;;0,800 kg;import;qa_ok_importar_found;true;1;12V4000M70;1904929;717;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00021242;CONTROL UNIT FOR GEARBOX MONITOR;250X270X184;5,120 KG 250X270X184;import;qa_ok_importar_found;true;3;16V4000M73L, 16V4000M90;1502191, 1510765, 1602476;322, 1556, 334;"{""total_rows"":3,""count_ok_importar"":3,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00021598;BRACKET VENT LINE SUPT;;0.88 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102476;258;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00021753;GUARD PLATE;;0.197 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1200128;35;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00021780;FLYWHEEL HOUSING (ONLY MACHINED);;231.000 kg;import;qa_ok_importar_found;true;1;16V4000M73;1400154;39;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00021780/75;FLYWHEEL HOUSING PRIMED;;231,000 kg;import;qa_ok_importar_found;true;1;12V4000M53;1200145;36;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00022057;SHIELD HEAT TURBO OIL SUPPLY LINE FLANGE;;0.065 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102480;216;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00022058;SHIELD HEAT TURBO OIL SUPPLY LINE FLANGE;;0.066 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102481;216;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00022148;FLASHING LAMP YELLOW;;0.72 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102482;393;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00022928;TUBE TURBO OIL DRAIN 373.118 B-BANK C23;;0.661 kg SB;import;qa_ok_importar_found;true;1;16V4000M73;1401820;235;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00023503;BLANKING PLUG FOR CONNECTOR;EINZELADERABDICHTUNG 0,75-1,0QMM;0.001 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1206452;778;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00023675;BUSH HOUSING FOR CRIMP CONTACT;7P/DIN 72585 BU/ CODE 1;0.012 KGM;import;qa_ok_importar_found;true;4;20V4000M93;1703138, 1706878, 1710618, 1714360;346, 742, 1138, 1534;"{""total_rows"":4,""count_ok_importar"":4,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00023678;FEMALE CONTACT;0,5-1,0MM² / D=1,5MM / DI;0.001 KGM;import;qa_ok_importar_found;true;4;20V4000M93;1703139, 1706879, 1710619, 1714361;346, 742, 1138, 1534;"{""total_rows"":4,""count_ok_importar"":4,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00023907;PLATE SELF-ADHESIVE;ESD-SCHILD/DURCHM.8MM SELBSTKLEB;0.008 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1905036;744;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00024059;FOIL;59 X 0,25;0.001 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1905037;744;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00024457;TURBINE HOUSING;;16.600 kg EM;import;qa_ok_importar_found;true;2;16V4000M90;1600803, 1600858;129, 135;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00024645;HOUSING;360X380X210 RAL9010;;import;qa_ok_importar_found;true;1;12V4000M40A;1102483;387;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00024731;MEMORY MODULE EMPTY;ECS 1800 SAM;0.009 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102484;398;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00025237;SPRING PACK;;;import;qa_ok_importar_found;true;1;12V4000M40A;1102485;308;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00025241;INTERMEDIATE RING;;;import;qa_ok_importar_found;true;1;12V4000M40A;1102486;308;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00025243;SIDE PLATE;;;import;qa_ok_importar_found;true;1;12V4000M40A;1102487;308;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00025244;INNER STAR;;;import;qa_ok_importar_found;true;1;12V4000M40A;1102488;308;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00025245;SEAL RING;;3.792 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102489;308;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00025247;SHIM;;;import;qa_ok_importar_found;true;1;12V4000M40A;1102490;308;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00025250;SHIM;;;import;qa_ok_importar_found;true;1;12V4000M40A;1102491;308;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00025252;HEX SCREW;;;import;qa_ok_importar_found;true;1;12V4000M40A;1102492;308;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00025269;SEAL RING;Ø14XØ9X4;0.07 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102493;308;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00025270;SEALING WASHER;14X0X4;0.012 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102494;308;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00025271;SLOTTED SPRING PIN;;;import;qa_ok_importar_found;true;1;12V4000M40A;1102495;308;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00025415;SEGMENT FOR HOUSING;;;import;qa_ok_importar_found;true;1;12V4000M40A;1102496;304;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00025824;INTERMEDIATE HOUSING;;127 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102497;303;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00025909;CONNECTOR;16-POL. SOCKET+PE, 16A;0.09 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1905231;785;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00026092;INTERMEDIATE RING;;25,600 KG;import;qa_ok_importar_found;true;1;12V4000M40A;1102498;303;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00026287;UNION;GR.32, M32, SEITL.KABELAUSG.;0.458 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1206537;799;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00026715;ADJUSTING SCREW HEIGHT ADJUSTMENT;;5.1 KGM;import;qa_ok_importar_found;true;2;20V4000M93L;1803021, 1806679;1431, 1811;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00026765;ROTARY SEAL;;0.094 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102500;247;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00026909;ENGAGING PIN;;0.017 KGM;import;qa_ok_importar_found;true;1;16V4000M73;1400769;127;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00027102;CABLE GLAND;M25X1.5;0.001 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1901410;207;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00027377;DISTRIBUTOR;T-ABZWEIG 26-26-26;0.016 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1202780;331;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00027635;RETAINER;BRACKET FLAT M8 + Ø10.5 HOLES;0.045 KGM;import;qa_ok_importar_found;true;1;16V4000M73;1400674;116;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00027636;BRACKET ASM;;0.048 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1202471;304;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00027646;FUEL PUMP W/ELECTRIC MOTOR;;;import;qa_ok_importar_found;true;1;12V4000M53;1206386;753;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00027830;CYLINDER LINER;;17 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1200036;23;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00027853;FUEL FILTER W/WATER SEPARATOR;;128 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1206352;749;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00027974;GROMMET;;0.004 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1200564;101;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00028536;SPACER PIN;;95.000 g;import;qa_ok_importar_found;true;2;20V4000M93L;1803542, 1807224;1478, 1862;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00029038;CRANKSHAFT 16V4000-03 NH;;403.000 kg;import;qa_ok_importar_found;true;1;16V4000M73;1400360;62;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00029040;CRANKSHAFT 20V4000-03 NH;;;import;qa_ok_importar_found;true;6;20V4000M93, 20V4000M93L;1700344, 1704088, 1707828, 1711568, 1800338, 1803912;58, 454, 850, 1246, 1159, 1532;"{""total_rows"":6,""count_ok_importar"":6,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00029114;COOLANT ELBOW;;4.3 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1202241;265;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00030227;SOFTWARE;;;import;qa_ok_importar_found;true;4;16V4000M73L;1502610, 1505647, 1508140, 1510631;367, 829, 1172, 1507;"{""total_rows"":4,""count_ok_importar"":4,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00031062;CLAMP PIPE HALF;;0.044 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1202111;251;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00031719;WORM GEAR;;1.351 KGM;import;qa_ok_importar_found;true;1;16V4000M73;1401626;221;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00031764;STUD SCREW;M8X50;0.02 KGM;import;qa_ok_importar_found;true;1;16V4000M73;1401645;222;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00032376;BRACKET;;0.202 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1202659;317;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00032643;CONTACT MOUNT;5-POL. 400V/16A B;400,000 g;import;qa_ok_importar_found;true;1;12V4000M70;1905204;783;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00032648;CONNECTING CABLE FOR ECS;L;5.247 kg M L;import;qa_ok_importar_found;true;1;16V4000M90;1602612;368;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
X00032675;RETAINER F. WIRING HARNESS;HC162;0.133 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1202450;304;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
