sku;designation_final;measurement_final;weight_final;decision;reason;qa_validated;occurrences;engines;source_ids;source_pages;qa_summary_json;import_decision;import_reason
B00E50202966;;;62,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206695;827;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
B00E50203040;;;;pending_review;qa_pending_or_review_found;false;4;12V4000M53;1206711, 1206712, 1206713, 1206714;832;"{""total_rows"":4,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":4,""count_review_action"":4,""count_other"":4}";pending_review;qa_pending_or_review_found
B00E50203132;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206723;832;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
B00E50203183;;;;pending_review;qa_pending_or_review_found;false;2;12V4000M53;1206470, 1206471;782;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
B00E50203203;;;;pending_review;qa_pending_or_review_found;false;2;12V4000M53;1206474, 1206475;784;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
B00E50203206;;;;pending_review;qa_pending_or_review_found;false;2;12V4000M53;1206479, 1206480;786;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
B00E50203209;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206484;788;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
B00E50203221;;;;pending_review;qa_pending_or_review_found;false;2;12V4000M53;1206488, 1206489;790;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
B00E50203234;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206493;792;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
B00E50203236;;;;pending_review;qa_pending_or_review_found;false;2;12V4000M53;1206495, 1206496;794;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
B00E50203244;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206530;798;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
B00E50203284;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206451;777;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
B00E50203327;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206500;796;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
B00E50203529;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206719;832;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
B00E50203687;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206606;814;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
B00E50203697;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206460;780;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
B00E50204146;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206708;831;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
B00E50204185;;;;pending_review;qa_pending_or_review_found;false;2;12V4000M53;1206710, 1206725;832;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
B00E50204393;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206630;820;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
B00E50204401;;;3,000 kg;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206650;826;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
B00E50205323;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206700;827;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
B00E50205348;;;3,000 kg;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206646;826;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
B00E50205351;;;4,000 kg;pending_review;qa_pending_or_review_found;false;2;12V4000M53;1206645, 1206667;826;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
B00E50205356;CONTROL CONSOLE W;RAL 9003 / OHNE;;pending_review;qa_pending_or_review_found;false;2;12V4000M53;1206643, 1206644;825;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
B00E51000202;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206626;818;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
BYPASS V;;;0.500 kg KE;pending_review;qa_pending_or_review_found;false;2;20V4000M93L;1802024, 1805683;1349, 1729;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
CLAMP FOR CO X59610100201;;;459.100 g;pending_review;qa_pending_or_review_found;false;8;16V4000M73;1400894, 1400964, 1404060, 1404130, 1407229, 1407299, 1410407, 1410477;140, 147, 494, 501, 848, 855, 1203, 1210;"{""total_rows"":8,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":8,""count_review_action"":8,""count_other"":8}";pending_review;qa_pending_or_review_found
CONNECTING P;;;;pending_review;qa_pending_or_review_found;false;2;20V4000M93L;1802003, 1805662;1348, 1728;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
EX59601100004;CRANKCASE 20;;;pending_review;qa_pending_or_review_found;false;4;20V4000M93;1700049, 1703794, 1707534, 1711274;24, 420, 816, 1212;"{""total_rows"":4,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":4,""count_review_action"":4,""count_other"":4}";pending_review;qa_pending_or_review_found
FILTER HOUSING;;;;pending_review;qa_pending_or_review_found;false;1;20V4000M93L;1804251;1596;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
FLANGE FOR G;;;;pending_review;qa_pending_or_review_found;false;2;20V4000M93L;1801957, 1805616;1348, 1728;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
FRAME;;;;pending_review;qa_pending_or_review_found;false;1;20V4000M93L;1804250;1596;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
KE190;;;;pending_review;qa_pending_or_review_found;false;1;16V4000M90;1600235;48;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
M93L;;;;pending_review;qa_pending_or_review_found;false;6;20V4000M93, 20V4000M93L;1700028, 1703784, 1707532, 1711273, 1800051, 1803600;23, 419, 815, 1211, 1125, 1498;"{""total_rows"":6,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":6,""count_review_action"":6,""count_other"":6}";pending_review;qa_pending_or_review_found
MALE CONNECTOR F. DATA X00E50208295;;"RJ45; 4-POL; PU";100,000 gAB;pending_review;qa_pending_or_review_found;false;2;12V4000M53;1206477, 1206482;785, 787;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
ON-ENGINE SEN WIRING HARNE X00E50700740;;;4.125 kg;pending_review;qa_pending_or_review_found;false;4;16V4000M73;1402618, 1405787, 1408965, 1412168;319, 673, 1028, 1382;"{""total_rows"":4,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":4,""count_review_action"":4,""count_other"":4}";pending_review;qa_pending_or_review_found
PIPE;;WELLROHR NW10;23,000 g;pending_review;qa_pending_or_review_found;false;2;12V4000M53;1202745, 1205905;331, 694;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
PLATE;PLATE;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206410;762;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
RIVET;RIVET;;;pending_review;qa_pending_or_review_found;false;1;12V4000M40A;1102435;388;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
SWITCH E-STOP 45MM 635H22706/2;;;;pending_review;qa_pending_or_review_found;false;3;20V4000M93;1703075, 1706815, 1710555;343, 739, 1135;"{""total_rows"":3,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":3,""count_review_action"":3,""count_other"":3}";pending_review;qa_pending_or_review_found
SWITCH E-STOP 635H22706/2;;;148.900 g;pending_review;qa_pending_or_review_found;false;1;20V4000M93;1714298;1531;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
TERMINAL BOX MECHANICAL;TERMINAL BOX MECHANICAL;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206406;762;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
WASHER A 007603033100;;;4.600 g;pending_review;qa_pending_or_review_found;false;3;16V4000M73;1401671, 1404840, 1408018;222, 576, 931;"{""total_rows"":3,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":3,""count_review_action"":3,""count_other"":3}";pending_review;qa_pending_or_review_found
WELDING-NECK FLANGE;;;;pending_review;qa_pending_or_review_found;false;1;20V4000M93L;1804243;1596;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
WIRING HARNE X00E50700428;;;;pending_review;qa_pending_or_review_found;false;4;16V4000M73;1402638, 1405807, 1408985, 1412189;319, 673, 1028, 1382;"{""total_rows"":4,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":4,""count_review_action"":4,""count_other"":4}";pending_review;qa_pending_or_review_found
X00E50200124;;CODE C KONTAKTVERR. 4-POL.;0,010 kg;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206467;781;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50200606;PRESSURE SEN;;112 G;pending_review;qa_pending_or_review_found;false;6;16V4000M73L, 20V4000M93L;1502298, 1505335, 1507828, 1510318, 1803330, 1807012;337, 799, 1142, 1477, 1466, 1850;"{""total_rows"":6,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":6,""count_review_action"":6,""count_other"":6}";pending_review;qa_pending_or_review_found
X00E50200632;;;;pending_review;qa_pending_or_review_found;false;1;16V4000M90;1602101;298;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50200882;;;;pending_review;qa_pending_or_review_found;false;1;16V4000M90;1602534;346;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50201022;;;;pending_review;qa_pending_or_review_found;false;4;20V4000M93L;1803544, 1803545, 1807226, 1807227;1480, 1864;"{""total_rows"":4,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":4,""count_review_action"":4,""count_other"":4}";pending_review;qa_pending_or_review_found
X00E50201863;;;5,800 g;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206685;827;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50201864;;;1,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206686;827;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50201986;;;;pending_review;qa_pending_or_review_found;false;1;16V4000M90;1602831;405;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50202782;;12-POL.;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206459;778;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50203600/S0002;;;;pending_review;qa_pending_or_review_found;false;1;16V4000M90;1602638;381;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50203604/S0002DISPLAY;;;;pending_review;qa_pending_or_review_found;false;1;16V4000M90;1602781;403;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50203856;;"CAT5E; 2X2XAW GN";68,000 g AB;pending_review;qa_pending_or_review_found;false;5;12V4000M53;1206476, 1206481, 1206485, 1206490, 1206497;785, 787, 789, 791, 795;"{""total_rows"":5,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":5,""count_review_action"":5,""count_other"":5}";pending_review;qa_pending_or_review_found
X00E50205157;HOUSING FOR GE;250X270X184/RAL9003;2,990 KG;pending_review;qa_pending_or_review_found;false;1;16V4000M61;1302449;393;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50205163;HOUSING FOR CONTR;360X270X160 RAL 9003 GLAT;;pending_review;qa_pending_or_review_found;false;1;16V4000M61;1301914;328;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50205179;;;;pending_review;qa_pending_or_review_found;false;4;20V4000M93;1703725, 1707465, 1711205, 1714939;402, 798, 1194, 1590;"{""total_rows"":4,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":4,""count_review_action"":4,""count_other"":4}";pending_review;qa_pending_or_review_found
X00E50205800;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206404;760;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50205802;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206405;761;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50205963;;CODE B KONTAKTVERR. FÜR BUCHS;14,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206458;778;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50206357;;;;pending_review;qa_pending_or_review_found;false;4;20V4000M93;1703726, 1707466, 1711206, 1714940;402, 798, 1194, 1590;"{""total_rows"":4,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":4,""count_review_action"":4,""count_other"":4}";pending_review;qa_pending_or_review_found
X00E50206571;;;;pending_review;qa_pending_or_review_found;false;1;16V4000M90;1602514;338;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50206571/S0001PLUG;;;159.000 g;pending_review;qa_pending_or_review_found;false;5;16V4000M90;1602498, 1602502, 1602581, 1602772, 1602903;336, 357, 403, 421;"{""total_rows"":5,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":5,""count_review_action"":5,""count_other"":5}";pending_review;qa_pending_or_review_found
X00E50206653;;;;pending_review;qa_pending_or_review_found;false;2;12V4000M53;1203105, 1206265;357, 720;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
X00E50207201;;;;pending_review;qa_pending_or_review_found;false;4;12V4000M53;1202847, 1202848, 1206002, 1206003;338, 701;"{""total_rows"":4,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":4,""count_review_action"":4,""count_other"":4}";pending_review;qa_pending_or_review_found
X00E50207217;;;156.000 g;pending_review;qa_pending_or_review_found;false;10;12V4000M53, 16V4000M73, 20V4000M93;1202852, 1206007, 1402627, 1405796, 1408974, 1412178, 1703035, 1706775, 1710515, 1714260;338, 701, 319, 673, 1028, 1382, 342, 738, 1134, 1530;"{""total_rows"":10,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":10,""count_review_action"":10,""count_other"":10}";pending_review;qa_pending_or_review_found
X00E50207306;;;17,600 g;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206658;826;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50207938;;;;pending_review;qa_pending_or_review_found;false;4;20V4000M93;1703213, 1706953, 1710694, 1714435;352, 748, 1144, 1540;"{""total_rows"":4,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":4,""count_review_action"":4,""count_other"":4}";pending_review;qa_pending_or_review_found
X00E50208264;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206568;802;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50208271;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206594;812;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50208275;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206581;807;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50208295;;"RJ45; 4-POL; PU 47X135MM, BED";100,000 gAB;pending_review;qa_pending_or_review_found;false;3;12V4000M53;1206486, 1206491, 1206498;789, 791, 795;"{""total_rows"":3,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":3,""count_review_action"":3,""count_other"":3}";pending_review;qa_pending_or_review_found
X00E50208301;BLADE CONNECT CRIMP CONTACT;K;100,000 kg;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206565;801;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50208320;;"BUCHSE 0,75-1,5QMM; BUCHSE";;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206468;781;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50208388;;;105.300 g;pending_review;qa_pending_or_review_found;false;10;12V4000M53, 16V4000M73, 20V4000M93;1202840, 1206000, 1402622, 1405791, 1408969, 1412173, 1703027, 1706767, 1710507, 1714252;338, 701, 319, 673, 1028, 1382, 342, 738, 1134, 1530;"{""total_rows"":10,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":10,""count_review_action"":10,""count_other"":10}";pending_review;qa_pending_or_review_found
X00E50208471;;;66,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206654;826;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50208575;;;12,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206655;826;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50208729;;;9,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206661;826;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50208755;;BUCHSENGEHAEUSE 15X11,5X19MM, 2 LOE;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206580;804;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50209021;CONNECTION CRIMP BARREL F.SHIELD;ING;1,000 g;pending_review;qa_pending_or_review_found;false;2;12V4000M53;1206555, 1206619;801, 817;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
X00E50209121;;;403,100 g;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206664;826;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50209122;;;510,600 g;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206651;826;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50209130;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206690;827;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50209139;;;10,000 kg;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206649;826;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50209177;CRIMP CONTACT F/SEPARABLE CONNECT Busin;"1,0-2,5QMM; BUC";0,500 g;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206593;809;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50209213;;;12,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206656;826;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50209275;;;1,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206696;827;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50209290;;;60,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206657;826;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50209299;;;;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206609;816;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50209300;;;1,000 g;pending_review;qa_pending_or_review_found;false;1;12V4000M53;1206698;827;"{""total_rows"":1,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":1,""count_review_action"":1,""count_other"":1}";pending_review;qa_pending_or_review_found
X00E50209351/S0001;ENGINE MONITORING EMU1-01/;EMU1-01/D;3,289 kg;pending_review;qa_pending_or_review_found;false;2;12V4000M70;1902433, 1904820;346, 683;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
X00E50209366;;;;pending_review;qa_pending_or_review_found;false;6;12V4000M53, 20V4000M93;1203080, 1206240, 1703313, 1707053, 1710793, 1714534;353, 716, 360, 756, 1152, 1548;"{""total_rows"":6,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":6,""count_review_action"":6,""count_other"":6}";pending_review;qa_pending_or_review_found
X00E50209366/76GOVERNOR;;;;pending_review;qa_pending_or_review_found;false;2;12V4000M53;1203099, 1206259;355, 718;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
X00E50209366/77GOVERNOR;;;;pending_review;qa_pending_or_review_found;false;2;12V4000M53;1203100, 1206260;355, 718;"{""total_rows"":2,""count_ok_importar"":0,""count_ok_eliminar"":0,""count_pending"":2,""count_review_action"":2,""count_other"":2}";pending_review;qa_pending_or_review_found
