pn;source_id;source_engine_file;row_count;ai_decision;ai_confidence;ai_confidence_level;ai_reason;ai_suggested_action;qa_revision_estado;qa_revision_accion;designation_final;measure_final;weight_final
X59612300005;1201037;engine_12V4000M53.json;18;pending_review;0.11;low;se requiere validacion humana por conflictos detectados;revisar;pendiente;revisar;COPPER SEALING RING;;
700429160001;1201038;engine_12V4000M53.json;22;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 160 X 4;0.014 KGM
3555420273;1201041;engine_12V4000M53.json;16;import_superseded;0.4;low;relacion de sustitucion clara detectada;importar;ok;importar;BUSHING FOR SPEED SENSOR;;0.006 KGM
700429015001;1201042;engine_12V4000M53.json;2;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 15,5 X 4,5;0.001 KGM
X59599100100;1201043;engine_12V4000M53.json;2;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;RETAINER;;850,000 g
X59599100099;1201045;engine_12V4000M53.json;2;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;2.596 KGM
X59512300029;1201050;engine_12V4000M53.json;4;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;REDUCER;;1.27 KGM
X59599100101;1201052;engine_12V4000M53.json;2;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;1.148 KGM
X59599100142;1201055;engine_12V4000M53.json;2;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;3.42 KGM
5900942853;1201063;engine_12V4000M53.json;2;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SPACER SLEEVE;;0.006 KGM
X59512300030;1201064;engine_12V4000M53.json;2;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;0.068 KGM
000912006043;1201065;engine_12V4000M53.json;2;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;BOLT HEX SOC HD;M 6 X 30;0.008 KGM
X59412300090;1201067;engine_12V4000M53.json;2;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;INTAKE HOUSING;;16,100 kg
X52612300106;1201074;engine_12V4000M53.json;2;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;INTAKE HOUSING;;7.92 KGM
X52612300105;1201075;engine_12V4000M53.json;2;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;INTAKE HOUSING HORIZONTAL;;
700419999021;1201080;engine_12V4000M53.json;46;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SCREW-FITTING UNION;10 G 1/4 A;0.025 KGM
X56912300043;1201081;engine_12V4000M53.json;21;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;ACTUATING CYLINDER;;1.279 KGM
5350980050;1201082;engine_12V4000M53.json;21;import_superseded;0.4;low;relacion de sustitucion clara detectada;importar;ok;importar;BUSHING;;0.19 KGM
5240900265;1201085;engine_12V4000M53.json;21;update_existing;0.2;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FLAP;;1,268 kg
006885006045;1201086;engine_12V4000M53.json;21;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FITTING KEY;A 6 X 6 X 36;0.01 KGM
X59499100582;1201088;engine_12V4000M53.json;2;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;SHAFT;;595,500 g
700429025001;1201089;engine_12V4000M53.json;21;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 25 X 2,5;0.001 KGM
5590981750;1201090;engine_12V4000M53.json;21;import_superseded;0.4;low;relacion de sustitucion clara detectada;importar;ok;importar;FLANGE;;0.19 KGM
X52612300096;1201091;engine_12V4000M53.json;2;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;INTAKE HOUSING HORIZONTAL/GESCHALTET;;
X00034972;1201094;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;STOP;;0.372 KGM
999900012000;1201097;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;NUT;M 12;0.018 KGM
007603010112;1201098;engine_12V4000M53.json;30;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SEALING RING;A 10 X 15;0.001 KGM
X00014409;1201100;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;GASKET;;0.004 KGM
X59412300058;1201103;engine_12V4000M53.json;2;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;CYLINDER;;0.35 KGM
X59499100642;1201107;engine_12V4000M53.json;2;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;LEVER;;200,000 g
001481005004;1201108;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SPRING PIN;5 X 28 - N;0.002 KGM
X00041795;1201112;engine_12V4000M53.json;32;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;CLEVIS;;0.04 KGM
5361400146;1201113;engine_12V4000M53.json;21;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;ROD;;0.067 KGM
X52612300095;1201117;engine_12V4000M53.json;2;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;INTAKE HOUSING HORIZONTAL/GESCHALTET;;
5249870051;1900979;engine_12V4000M70.json;20;update_existing;0.07;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FLAP SEAL 1;nan;nan
5240980010;1900980;engine_12V4000M70.json;21;update_existing;0.07;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FLAP 1;nan;nan
en GmbH;1201120;engine_12V4000M53.json;9;discard;0.49;low;faltan campos criticos o se marco para eliminar;eliminar;pendiente;revisar;;;
000000001041;1201122;engine_12V4000M53.json;28;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 10 X140;0.091 KGM
X59412400026;1201137;engine_12V4000M53.json;8;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;CHARGE-AIR PIPE END MEMBER, RIGHT;;7.952 KGM
X00008876;1201142;engine_12V4000M53.json;2;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;ELBOW;;3.26 KGM
X59412500023;1201147;engine_12V4000M53.json;2;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PLUG-IN PIPE TO INTERCOOLER;;3.29 KGM
X59412500024;1201148;engine_12V4000M53.json;2;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PLUG-IN PIPE TO INTERCOOLER;;4.6 KGM
X59412500041;1201150;engine_12V4000M53.json;2;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;ELBOW F/TURBOCHARGER, LEF;;6.95 KGM
X59412500025;1201151;engine_12V4000M53.json;2;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;ELBOW F/TURBOCHARGER,RIGH;;5.165 KGM
X59414100020;1201158;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;END COVER;;6.6 KGM
X59499100113;1201159;engine_12V4000M53.json;54;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;194 X 4;0.014 KGM
X59499100114;1201160;engine_12V4000M53.json;54;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;258 X 4;0.02 KGM
X59414100047;1201163;engine_12V4000M53.json;14;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RESTRICTOR;;0.51 KGM
X59414100029;1201164;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;END COVER;;6.38 KGM
000000004743;1201167;engine_12V4000M53.json;32;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 12 X 45;0.047 KGM
X59414100022;1201169;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RESTRICTOR;;0.134 KGM
X59414100018;1201172;engine_12V4000M53.json;16;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;CONNECTING PIECE;;6.63 KGM
X59414100007;1401237;engine_16V4000M73.json;16;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;pendiente;revisar;EXHAUST HOU SING;;
X59414100066;1201179;engine_12V4000M53.json;6;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXHAUST HOUSING;;29.76 KGM
X59414100016;1201180;engine_12V4000M53.json;16;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;CONNECTING PIECE;;7.614 KGM
X59414100067;1201184;engine_12V4000M53.json;2;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXHAUST HOUSING;;29.7 KGM
X52620200153;1201189;engine_12V4000M53.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FLANGE;;0.66 KGM
X52620200154;1201190;engine_12V4000M53.json;14;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FLANGE;;0.902 KGM
700429080001;1201193;engine_12V4000M53.json;20;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 80 X 5;0.01 KGM
X59414100009;1201195;engine_12V4000M53.json;16;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXHAUST HOUSING;;60.2 KGM
X59414100027;1201200;engine_12V4000M53.json;16;import_superseded;0.3;low;relacion de sustitucion clara detectada;importar;ok;importar;EXHAUST LINE INNER ELEMENT;;5,734 kg
X59414100028;1201201;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXHAUST LINE INNER ELEMENT;;5.674 KGM
X59414100012;1201202;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXHAUST PIPE;;3.16 KGM
X59414100013;1201203;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXHAUST PIPE;;4.84 KGM
X52814100016;1201204;engine_12V4000M53.json;16;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXHAUST PIPE TO TURBOCHARGER;;4.14 KGM
X59414100015;1201205;engine_12V4000M53.json;16;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXHAUST LINE;165x135;2.699 KGM
X59414100037;1201206;engine_12V4000M53.json;14;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXHAUST PIPE;;1.593 KGM
X59414100036;1201207;engine_12V4000M53.json;14;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXHAUST PIPE;;1.738 KGM
204017012032;1201209;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 12 X 60;0.058 KGM
X59699100581;1201210;engine_12V4000M53.json;6;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;COLLAR SCREW;;0.079 KGM
X59614100003;1201211;engine_12V4000M53.json;16;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SPACER;;0.027 KGM
X59699100577;1201212;engine_12V4000M53.json;6;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SPACER F. HOT ENGINE PARTS;;0.142 KGM
X59414100035;1201215;engine_12V4000M53.json;16;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER FOR EXH. PIPE;;1.622 KGM
X59414100038;1201218;engine_12V4000M53.json;16;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;COVER PLATE;;0.22 KGM
000908064000;1201222;engine_12V4000M53.json;30;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PLUG;M 64 X 2;0.506 KGM
X59614100002;1201223;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;BLIND FLANGE;;0.421 KGM
X59414100063;1201226;engine_12V4000M53.json;6;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;EXHAUST HOUSING;;
X59414100065;1201228;engine_12V4000M53.json;2;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;EXHAUST HOUSING;;
X59499100411/31;1201230;engine_12V4000M53.json;6;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXH PIPE BELLOWS LR ACCEPTANCE;;6.08 KGM
204017010016;1201233;engine_12V4000M53.json;16;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 10 X 32;0.026 KGM
X59420200233;1201236;engine_12V4000M53.json;10;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RESTRICTOR;;0.007 KGM
X59420200234;1201237;engine_12V4000M53.json;10;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RESTRICTOR;;0.01 KGM
X59420200235;1201238;engine_12V4000M53.json;10;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RESTRICTOR;;0.012 KGM
304017010034;1201239;engine_12V4000M53.json;16;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 10 X 80;0.049 KGM
X59420200238;1201240;engine_12V4000M53.json;10;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RESTRICTOR;;0.011 KGM
000912010016;1201242;engine_12V4000M53.json;20;pending_review;0.7;medium;se requiere validacion humana por conflictos detectados;revisar;ok;importar;BOLT HEX SOC HD;M 10 X 50;0.038 KGM
000000000906;1201243;engine_12V4000M53.json;52;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 10 X 80;0.05 KGM
X59418500017;1201246;engine_12V4000M53.json;16;import_superseded;0.05;low;relacion de sustitucion clara detectada;importar;pendiente;revisar;RETAINER F/TU RBO OIL SUPPLY;;
X59418500019;1201248;engine_12V4000M53.json;8;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER F/TURBO OIL SUPPLY;;0.15 KGM
X59414300006;1201250;engine_12V4000M53.json;14;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;CARRIER HOUSING;;42.4 KGM
X52814300005;1201257;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;INTERMEDIATE FLANGE;;8.01 KGM
000939010115;1201259;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;STUD;M 10 X 45;0.03 KGM
2300 X56912300043;1201260;engine_12V4000M53.json;2;pending_review;0.11;low;se requiere validacion humana por conflictos detectados;revisar;pendiente;revisar;ACTUATING CYLINDER RING SEALING A13 SCREW-FITTING UNION HEX SCREW RETAINER SPACER WASHER HEX SCREW WASHER HEX SCREW CLEVIS ARTICULATED BEARING FOR FLAP CONTROL LEVER F/EXH FLAP CONTROL SCREW HEX SCREW NUT PIN SPRING;;
X59418500052;1201268;engine_12V4000M53.json;14;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;0.762 KGM
X59499100117;1201269;engine_12V4000M53.json;14;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SPACER;;0.081 KGM
204017008011;1201273;engine_12V4000M53.json;74;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 8 X 22;0.013 KGM
X52499100007;1201275;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;ARTICULATED BEARING FOR FLAP CONTROL;;0.077 KGM
X52810100084;1201276;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;LEVER F/EXH FLAP CONTROL;;0.269 KGM
000912006018;1201277;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SCREW;M 6 X 20;0.006 KGM
007603012106;1201283;engine_12V4000M53.json;16;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;WASHER A COP;A 12 X 18;0.001 KGM
X59414300004;1201285;engine_12V4000M53.json;14;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;CARRIER HOUSING;;
X52614500008;1201288;engine_12V4000M53.json;6;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXHAUST ELBOW;;18.3 KGM
X52614500009;1201289;engine_12V4000M53.json;6;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXHAUST ELBOW;;20.3 KGM
X52614500012;1201290;engine_12V4000M53.json;6;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;INSULATION FOR EXHAUST ELBOW;;4 KGM
X52614500011;1201291;engine_12V4000M53.json;6;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;INSULATION FOR EXHAUST ELBOW;;4 KGM
X59499100575/87;1201292;engine_12V4000M53.json;2;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;EXH PIPE BELLOWS WITH TEST CERT. 3.1;;
204017010024;1201293;engine_12V4000M53.json;18;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 10 X 50;0.036 KGM
5261420115;1201302;engine_12V4000M53.json;19;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FLANGE;;4.204 KGM
X52417200010;1201303;engine_12V4000M53.json;2;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;STARTER;;28,375 kg
X52417200011;1201305;engine_12V4000M53.json;2;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;STARTER;;21,000 kg
drichshafen Gmb;1412167;engine_16V4000M73.json;38;pending_review;0.21;low;se requiere validacion humana por conflictos detectados;revisar;pendiente;revisar;H Business Por;Page:;15-08
X00038722;1201307;engine_12V4000M53.json;6;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;BRUSH;;0.067 KGM
X00038616;1201308;engine_12V4000M53.json;6;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;THRUST WASHER;1 SATZ = 7 STÜCK;0.016 KGM
X00038611;1201309;engine_12V4000M53.json;3;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SECURING COMPONENTS;;0.36 KGM
X00038713;1201310;engine_12V4000M53.json;6;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;ENGAGEMENT RELAY BR 4000;;
X00038711;1201311;engine_12V4000M53.json;6;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;GEARBOX;;1.205 KGM
X00038719;1201312;engine_12V4000M53.json;6;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;BRUSH HOLDER;;0.6 KGM
X00038720;1201313;engine_12V4000M53.json;6;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;HOUSING BR 4000;;
X00038716;1201314;engine_12V4000M53.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;HOUSING BR 4000;;
X00038718;1201315;engine_12V4000M53.json;6;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;ENGINE;;7.735 KGM
X00038721;1201316;engine_12V4000M53.json;6;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HOUSING;;0 KGM
X00038607;1201320;engine_12V4000M53.json;3;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SECURING COMPONENTS;;0.322 KGM
X00038715;1201325;engine_12V4000M53.json;3;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HOUSING;;3.49 KGM
0001803465/31;1201329;engine_12V4000M53.json;2;pending_review;0.27;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;OIL HEAT EXCHANGER LR ACCEPTANCE;;54.2 KGM
700429050003;1201330;engine_12V4000M53.json;2;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 50 X 4;0.005 KGM
000912010066;1201331;engine_12V4000M53.json;2;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;BOLT HEX SOC HD;M 10 X 35;0.03 KGM
X59318300024;1201333;engine_12V4000M53.json;2;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;OIL. DISTR. HOUSING;;54.2 KGM
X59318300025;1201339;engine_12V4000M53.json;2;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETURN LOCK FOR OIL COOLER;;9.28 KGM
0021804101;1201342;engine_12V4000M53.json;7;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;OIL PUMP;;24.03 KGM
X59318300013;1201363;engine_12V4000M53.json;2;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;OIL FILTER HOUSING;;38.9 KGM
700429070002;1201364;engine_12V4000M53.json;2;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 70 X 4;0.007 KGM
700429058001;1201365;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 58 X 4;0.004 KGM
700429076000;1201366;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 76 X 4;0.007 KGM
X59318300006;1201370;engine_12V4000M53.json;2;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SPACER;;1 KGM
700429040003;1201371;engine_12V4000M53.json;2;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 40 X 5;0.006 KGM
700429045000;1201372;engine_12V4000M53.json;14;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 45 X 5;0.006 KGM
X59318300012;1201407;engine_12V4000M53.json;2;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;OIL FILTER HOUSING;;39,800 kg
X00040912;1201424;engine_12V4000M53.json;2;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;OIL LINE FOR HP PUMP;;0.239 KGM
X52418300026;1201426;engine_12V4000M53.json;4;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;CENTRIFUGAL OIL FLTR;;11.06 KGM
X52418300028;1201441;engine_12V4000M53.json;4;update_existing;0.5;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;CENTRIFUGAL OIL FLTR;;
XP52499100226;1201447;engine_12V4000M53.json;4;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;V-BAND CLAMP;;0.5 KGM
chshafen GmbH;1201448;engine_12V4000M53.json;10;pending_review;0.21;low;se requiere validacion humana por conflictos detectados;revisar;pendiente;revisar;65910 2014-12;;
000908056000;1201468;engine_12V4000M53.json;2;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PLUG;M 56 X 2;0.356 KGM
X59318300023;1201470;engine_12V4000M53.json;2;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;OIL. DISTR. HOUSING;;55,263 kg
5242031452;1201472;engine_12V4000M53.json;4;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RESTRICTOR;M52-1.5X15 W/26MM OPENING;0.158 KGM
5242031552;1201473;engine_12V4000M53.json;16;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RESTRICTOR;M52X1,5;0.217 KGM
X59399100116;1201475;engine_12V4000M53.json;2;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RESTRICTOR;;0.048 KGM
5281840509;1201476;engine_12V4000M53.json;2;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;COVER WATER DISTRIBUTION HOUSING BR 4000;;
700429042002;1201477;engine_12V4000M53.json;16;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 42 X 4;0.005 KGM
735233000202;1201494;engine_12V4000M53.json;18;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;COVER;B 4 - X00007482;0.01 KGM
X52418400002;1201501;engine_12V4000M53.json;8;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;0.17 KGM
X52418400001;1201502;engine_12V4000M53.json;8;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;0.17 KGM
X59418400008;1201505;engine_12V4000M53.json;8;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;OIL SPRAY NOZZLE;;0.18 KGM
37303170;1201516;engine_12V4000M53.json;2;pending_review;0.49;low;se requiere validacion humana por conflictos detectados;revisar;pendiente;revisar;0 150 4100 370 0;;
X59499100442;1201524;engine_12V4000M53.json;2;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;RETAINER;;760,000 g
